,KRW-ELF,KRW-MOC,KRW-SRM,KRW-ETH,KRW-XRP,KRW-UPP,KRW-CBK,KRW-SSX,KRW-STMX,KRW-META,KRW-LOOM,KRW-ARDR,KRW-EMC2,KRW-MFT,KRW-POWR,KRW-IOST,KRW-DOT,KRW-WAXP,KRW-BORA,KRW-FCT2,KRW-PCI,KRW-NEO,KRW-LAMB,KRW-HUM,KRW-OBSR,KRW-STPT,KRW-AERGO,KRW-QTUM,KRW-IOTA,KRW-LINK,KRW-TRX,KRW-SPND,KRW-ORBS,KRW-WAVES,KRW-SNT,KRW-BAT,KRW-ARK,KRW-AHT,KRW-BSV,KRW-KMD,KRW-MARO,KRW-DOGE,KRW-MLK,KRW-GLM,KRW-LSK,KRW-GAS,KRW-POLY,KRW-HIVE,KRW-VET,KRW-DMT,KRW-TFUEL,KRW-XTZ,KRW-CRO,KRW-REP,KRW-SBD,KRW-PXL,KRW-BTC,KRW-XEM,KRW-ONT,KRW-BTT,KRW-QTCON,KRW-CHZ,KRW-JST,KRW-ATOM,KRW-QKC,KRW-STORJ,KRW-MTL,KRW-ADX,KRW-ADA,KRW-ONG,KRW-LTC,KRW-ZIL,KRW-MANA,KRW-KAVA,KRW-KNC,KRW-OMG,KRW-THETA,KRW-IGNIS,KRW-LBC,KRW-BCHA,KRW-MED,KRW-SOLVE,KRW-BCH,KRW-CRE,KRW-EDR,KRW-ZRX,KRW-NPXS,KRW-AQT,KRW-XLM,KRW-ETC,KRW-BTG,KRW-ANKR,KRW-SAND,KRW-CVC,KRW-PLA,KRW-ENJ,KRW-HBAR,KRW-HUNT,KRW-MBL,KRW-TSHP,KRW-SRN,KRW-RFR,KRW-TON,KRW-SC,KRW-STRAX,KRW-DKA,KRW-SXP,KRW-MVL,KRW-GRS,KRW-TT,KRW-EOS,KRW-STEEM,KRW-IQ,KRW-ICX
2021-03-19-10:00:03,"[389.0, 'FALL', 13.12082262]","[137.0, 'FALL', 550.26236948]","[5980.0, 'FALL', 32.57908579]","[2062000.0, 'FALL', 0.64723132]","[546.0, 'RISE', 9157.5091575]","[181.0, 'FALL', 1190.33045063]","[7880.0, 'FALL', 26.66209622]","[159.0, 'RISE', 3268.467]","[46.3, 'RISE', 5037.78337531]","[261.0, 'RISE', 23.07972779]","[206.0, 'RISE', 1086.10257977]","[305.0, 'FALL', 106.86047704]","[331.0, 'FALL', 3214.35137831]","[24.6, 'RISE', 223.20565821]","[422.0, 'RISE', 1200.0]","[52.5, 'FALL', 10216.8216]","[41280.0, 'RISE', 1.28094045]","[282.0, 'RISE', 781.0]","[338.0, 'FALL', 15.08875739]","[184.0, 'FALL', 54341.09042832]","[2615.0, 'FALL', 571.23285976]","[50700.0, 'FALL', 30.72959382]","[89.2, 'RISE', 3533.70689655]","[128.0, 'RISE', 1209.72987149]","[28.5, 'RISE', 15374.96527777]","[86.1, 'FALL', 9924.85174369]","[366.0, 'RISE', 136.98630136]","[7405.0, 'FALL', 36.04]","[1630.0, 'EVEN', 554.13012957]","[34100.0, 'FALL', 29.32551319]","[62.2, 'RISE', 530.54659467]","[59.4, 'FALL', 6776.27118644]","[274.0, 'FALL', 924.77948751]","[11970.0, 'RISE', 261.564]","[116.0, 'FALL', 4310.34482758]","[1380.0, 'FALL', 7.24637681]","[1585.0, 'FALL', 795.37934303]","[23.7, 'RISE', 13392.85714285]","[242000.0, 'RISE', 0.41322314]","[2085.0, 'FALL', 2.65191145]","[160.0, 'FALL', 925.92592592]","[67.0, 'RISE', 1967.10525765]","[913.0, 'RISE', 774.16447484]","[513.0, 'FALL', 411.60390874]","[4300.0, 'FALL', 116.27906976]","[13760.0, 'FALL', 31.17999999]","[615.0, 'RISE', 869.27174629]","[487.0, 'FALL', 5528.54558813]","[90.3, 'RISE', 110.7419712]","[819.0, 'FALL', 40.08252284]","[422.0, 'RISE', 74.89524492]","[4925.0, 'FALL', 204.08163265]","[252.0, 'RISE', 1843.7559629]","[36380.0, 'FALL', 19.47874711]","[7890.0, 'RISE', 188.24266825]","[196.0, 'FALL', 564.84652073]","[66619000.0, 'FALL', 0.01501073]","[438.0, 'RISE', 4654.34730937]","[1395.0, 'RISE', 0.00062434]","[1.96, 'RISE', 4408.1632653]","[92.2, 'FALL', 20000.0]","[738.0, 'FALL', 135.50135501]","[100.0, 'FALL', 2758.9203257]","[26120.0, 'RISE', 0.500085]","[47.9, 'FALL', 1964.71870948]","[1065.0, 'FALL', 179.65960285]","[1625.0, 'FALL', 80.0]","[1220.0, 'FALL', 43.6890625]","[1445.0, 'RISE', 10.42283737]","[880.0, 'FALL', 644.10826727]","[233000.0, 'RISE', 0.21]","[208.0, 'FALL', 1792.241]","[1140.0, 'RISE', 289.7]","[7040.0, 'RISE', 2.20254957]","[3230.0, 'FALL', 207.40402476]","[7010.0, 'FALL', 409.61546987]","[10000.0, 'RISE', 113.19823304]","[181.0, 'RISE', 226.12549934]","[259.0, 'FALL', 20.0]","[21130.0, 'FALL', 9.94512284]","[92.7, 'FALL', 539.37432578]","[412.0, 'FALL', 12.13713531]","[618800.0, 'RISE', 0.11765293]","[34.1, 'RISE', 7697.06716418]","[49.7, 'FALL', 8293.98390342]","[1755.0, 'FALL', 466.66661637]","[4.89, 'RISE', 4089.9795501]","[9070.0, 'FALL', 1.10253583]","[459.0, 'EVEN', 175.54709664]","[14190.0, 'FALL', 0.35324858]","[35150.0, 'FALL', 24.5844531]","[77.2, 'FALL', 2586.20052328]","[707.0, 'FALL', 32.22582257]","[497.0, 'FALL', 270.0]","[736.0, 'FALL', 132.84375]","[3040.0, 'FALL', 1950.476]","[397.0, 'FALL', 1259.44584382]","[292.0, 'FALL', 412.56152013]","[26.9, 'RISE', 3948.45724907]","[34.7, 'FALL', 7436.68511565]","[98.6, 'RISE', 63.61016205]","[22.8, 'RISE', 9814.56640101]","[9420.0, 'FALL', 3.18471337]","[25.2, 'FALL', 19268.96551724]","[2510.0, 'FALL', 83.1549457]","[342.0, 'FALL', 184.0]","[3875.0, 'FALL', 64.19965599]","[40.6, 'RISE', 21231.444493]","[837.0, 'RISE', 3941.541]","[28.9, 'RISE', 176.40138408]","[4800.0, 'FALL', 2.5]","[555.0, 'FALL', 6961.18108108]","[34.1, 'RISE', 340.13605]","[2195.0, 'RISE', 150.27400106]"
2021-03-19-10:00:12,"[390.0, 'FALL', 13.09743589]","[136.0, 'FALL', 1428.07694838]","[5980.0, 'FALL', 32.29632414]","[2062000.0, 'FALL', 0.12124151]","[545.0, 'EVEN', 10000.0]","[181.0, 'FALL', 939.22651934]","[7960.0, 'FALL', 1.13313442]","[158.0, 'RISE', 3499.9999]","[46.4, 'RISE', 8639.3088553]","[261.0, 'RISE', 24.1845975]","[205.0, 'EVEN', 947.33897358]","[305.0, 'FALL', 106.86047704]","[331.0, 'FALL', 3214.35137831]","[24.4, 'RISE', 16597.51037344]","[422.0, 'RISE', 169.55558053]","[52.5, 'FALL', 3658.99961297]","[41280.0, 'RISE', 0.72674418]","[281.0, 'RISE', 319.14893617]","[338.0, 'FALL', 235.1872781]","[185.0, 'FALL', 543.47826086]","[2610.0, 'FALL', 390.53029875]","[50700.0, 'FALL', 0.85158593]","[89.2, 'RISE', 1300.43756748]","[129.0, 'RISE', 1897.81078453]","[28.6, 'RISE', 199.29824561]","[86.0, 'FALL', 1730.95073062]","[364.0, 'RISE', 1483.67952522]","[7395.0, 'FALL', 51.35922]","[1630.0, 'EVEN', 554.13012957]","[34070.0, 'FALL', 5.08262719]","[62.1, 'EVEN', 192.5503905]","[59.5, 'FALL', 138.82102268]","[274.0, 'FALL', 729.92700729]","[11970.0, 'RISE', 4.06504065]","[115.0, 'FALL', 191.14094884]","[1390.0, 'FALL', 100.0]","[1585.0, 'FALL', 3.18452761]","[23.7, 'RISE', 19385.32489451]","[241450.0, 'RISE', 0.08279148]","[2085.0, 'FALL', 11.54235011]","[160.0, 'FALL', 1282.66531653]","[67.1, 'RISE', 93.60804769]","[913.0, 'RISE', 214.14955254]","[514.0, 'FALL', 1040.19585537]","[4300.0, 'FALL', 116.27906976]","[13750.0, 'FALL', 1.0]","[615.0, 'RISE', 143.14061722]","[488.0, 'FALL', 20.49180327]","[90.1, 'RISE', 219.26413844]","[812.0, 'FALL', 17.08108815]","[422.0, 'RISE', 1922.95561697]","[4920.0, 'FALL', 54.09149159]","[253.0, 'RISE', 1105.83794466]","[36560.0, 'FALL', 2.73522975]","[7935.0, 'RISE', 1.26023944]","[196.0, 'FALL', 596.11220031]","[66606000.0, 'FALL', 0.00334764]","[438.0, 'RISE', 3739.01400398]","[1395.0, 'RISE', 142.40566729]","[1.96, 'RISE', 102262.134239]","[91.9, 'FALL', 3311.08282154]","[737.0, 'FALL', 3880.89449097]","[100.0, 'FALL', 98.03921568]","[26100.0, 'RISE', 3.80991473]","[47.8, 'FALL', 1046.0251046]","[1070.0, 'FALL', 9.34579439]","[1625.0, 'FALL', 162.31226519]","[1220.0, 'FALL', 196.38606372]","[1445.0, 'RISE', 6.92041522]","[880.0, 'FALL', 22.83105022]","[233200.0, 'RISE', 5.3119]","[207.0, 'FALL', 90.28620688]","[1140.0, 'RISE', 5.22019691]","[7030.0, 'RISE', 0.7372159]","[3230.0, 'FALL', 7.35969529]","[7015.0, 'FALL', 1.42551674]","[10010.0, 'RISE', 1.63509471]","[181.0, 'RISE', 150.77160873]","[259.0, 'FALL', 34.88486486]","[21150.0, 'EVEN', 14.66992665]","[92.6, 'FALL', 4029.97878347]","[414.0, 'FALL', 12.07850181]","[618800.0, 'RISE', 0.11765293]","[34.1, 'RISE', 138460.47371051]","[49.8, 'FALL', 8036.99395799]","[1760.0, 'FALL', 5.68181818]","[4.89, 'RISE', 23374.18813228]","[9070.0, 'FALL', 1.10253583]","[459.0, 'EVEN', 379.54999715]","[14210.0, 'FALL', 74.08107267]","[35150.0, 'FALL', 24.5844531]","[77.2, 'FALL', 9992.08315245]","[707.0, 'FALL', 813.23395558]","[496.0, 'FALL', 136.07700296]","[735.0, 'FALL', 6.93481276]","[3035.0, 'FALL', 70.64407894]","[396.0, 'FALL', 472.26063854]","[292.0, 'FALL', 412.56152013]","[27.1, 'RISE', 11736.82656826]","[34.7, 'FALL', 571.102578]","[98.6, 'RISE', 51.99080061]","[22.7, 'RISE', 4248.20766231]","[9395.0, 'FALL', 20.45545584]","[25.2, 'FALL', 3968.25396825]","[2515.0, 'FALL', 17.68143141]","[342.0, 'FALL', 15.9564003]","[3865.0, 'FALL', 49.3197769]","[40.7, 'RISE', 391.4004914]","[837.0, 'RISE', 24.25057851]","[29.0, 'RISE', 42897.58346633]","[4800.0, 'FALL', 359.1954]","[554.0, 'FALL', 90.22203699]","[34.2, 'RISE', 23391.8128655]","[2195.0, 'RISE', 70.93168578]"
2021-03-19-10:00:22,"[389.0, 'FALL', 13.32647814]","[137.0, 'FALL', 40.0]","[5985.0, 'FALL', 0.8335]","[2062000.0, 'FALL', 2.89577945]","[546.0, 'RISE', 10.0]","[182.0, 'FALL', 552.209944]","[7955.0, 'FALL', 94.1269315]","[158.0, 'RISE', 379.55696203]","[46.4, 'RISE', 15079.70152854]","[260.0, 'RISE', 23.81546787]","[205.0, 'EVEN', 9725.96745106]","[305.0, 'FALL', 65.47807411]","[332.0, 'FALL', 301.20481927]","[24.6, 'RISE', 223.6818594]","[422.0, 'RISE', 169.55558053]","[52.5, 'FALL', 2394.24257228]","[41270.0, 'RISE', 0.64085826]","[282.0, 'RISE', 168.03673764]","[337.0, 'FALL', 965.05008365]","[184.0, 'FALL', 28075.61320951]","[2610.0, 'FALL', 3.75234521]","[50700.0, 'FALL', 0.85158593]","[89.3, 'RISE', 7841.2996145]","[128.0, 'RISE', 775.19379844]","[28.7, 'RISE', 199.29824561]","[86.5, 'FALL', 4385.52951502]","[364.0, 'RISE', 1615.33784191]","[7380.0, 'FALL', 6.25251509]","[1630.0, 'EVEN', 554.13012957]","[34070.0, 'FALL', 5.08262719]","[62.1, 'EVEN', 493.48310256]","[59.5, 'FALL', 2422.48696545]","[274.0, 'FALL', 2000.0]","[11970.0, 'RISE', 0.16154898]","[115.0, 'FALL', 523.8950145]","[1385.0, 'FALL', 100.0]","[1595.0, 'FALL', 20.0]","[23.7, 'RISE', 2545.24886878]","[241450.0, 'RISE', 2.19283074]","[2080.0, 'FALL', 48.052884]","[161.0, 'FALL', 150.77621118]","[67.1, 'RISE', 93.60804769]","[913.0, 'RISE', 86.76696894]","[513.0, 'FALL', 118.03828831]","[4300.0, 'FALL', 116.27906976]","[13750.0, 'FALL', 4.8904031]","[614.0, 'RISE', 500.0]","[488.0, 'FALL', 82.5202153]","[90.0, 'RISE', 17552.32377166]","[824.0, 'RISE', 6.16504854]","[421.0, 'RISE', 26.0]","[4920.0, 'FALL', 30.32571379]","[252.0, 'RISE', 1634.31669991]","[36560.0, 'FALL', 5.5780908]","[7935.0, 'RISE', 6.28237155]","[196.0, 'FALL', 1156.25153061]","[66600000.0, 'FALL', 0.0015015]","[439.0, 'RISE', 22.77904328]","[1395.0, 'RISE', 107.42]","[1.95, 'RISE', 60353.53535353]","[92.0, 'FALL', 50776.31185165]","[737.0, 'FALL', 267.64715696]","[100.0, 'FALL', 99.00990099]","[26100.0, 'RISE', 3.80991473]","[47.7, 'FALL', 81954.35409098]","[1065.0, 'FALL', 13.21326953]","[1625.0, 'FALL', 22.92681957]","[1230.0, 'FALL', 89.08255823]","[1445.0, 'RISE', 151.25467128]","[880.0, 'FALL', 7.54832225]","[233000.0, 'RISE', 6.2303]","[208.0, 'FALL', 4807.69230769]","[1135.0, 'EVEN', 4260.98416309]","[7020.0, 'RISE', 0.73257467]","[3235.0, 'FALL', 2.0]","[7015.0, 'FALL', 25.05574373]","[10030.0, 'RISE', 67.86320633]","[181.0, 'RISE', 4993.4691745]","[258.0, 'FALL', 669.49954614]","[21150.0, 'EVEN', 0.63582476]","[92.6, 'FALL', 2681.32543103]","[413.0, 'FALL', 1830.38592599]","[618900.0, 'RISE', 2.52943244]","[34.1, 'RISE', 19065.33434471]","[49.9, 'FALL', 102.61569416]","[1755.0, 'FALL', 22.10005244]","[4.9, 'RISE', 7542.35127334]","[9070.0, 'FALL', 1.10253583]","[460.0, 'RISE', 1000.0]","[14160.0, 'FALL', 0.40235925]","[35160.0, 'FALL', 15.685167]","[77.3, 'FALL', 2558.55926702]","[708.0, 'FALL', 706.21468926]","[496.0, 'FALL', 136.07700296]","[736.0, 'FALL', 396.56182065]","[3030.0, 'FALL', 478.73936968]","[396.0, 'FALL', 2328.95819919]","[292.0, 'FALL', 2000.0]","[27.2, 'RISE', 3057.68348623]","[34.7, 'FALL', 1072.69421589]","[98.5, 'RISE', 8329.1105996]","[22.7, 'RISE', 46481.40841859]","[9395.0, 'FALL', 196.66654195]","[25.3, 'FALL', 250.0]","[2510.0, 'FALL', 169.59317862]","[343.0, 'FALL', 604.81632653]","[3865.0, 'FALL', 573.77048053]","[40.6, 'RISE', 3554.52435578]","[837.0, 'RISE', 24.25057851]","[29.2, 'RISE', 175.23972602]","[4800.0, 'FALL', 21.56676744]","[553.0, 'FALL', 560.79232683]","[34.4, 'RISE', 2806.40718562]","[2195.0, 'RISE', 88.42733485]"
2021-03-19-10:00:32,"[387.0, 'FALL', 13.09819121]","[137.0, 'FALL', 40.0]","[5980.0, 'FALL', 55.67]","[2062000.0, 'FALL', 0.43428699]","[546.0, 'RISE', 31427.26622036]","[182.0, 'FALL', 552.209944]","[7950.0, 'FALL', 62.85355122]","[158.0, 'RISE', 1257.69615192]","[46.3, 'RISE', 400.0]","[261.0, 'RISE', 23.73919222]","[205.0, 'EVEN', 9725.96745106]","[304.0, 'FALL', 927.47061587]","[332.0, 'FALL', 1316.40103167]","[24.6, 'RISE', 223.83917058]","[422.0, 'RISE', 40315.54601845]","[52.5, 'FALL', 2825.43809523]","[41270.0, 'RISE', 41.77]","[282.0, 'RISE', 18.0]","[337.0, 'FALL', 116.07549341]","[183.0, 'FALL', 10000.0]","[2610.0, 'FALL', 93.90295644]","[50700.0, 'FALL', 3.71175462]","[89.3, 'RISE', 377.68981268]","[129.0, 'RISE', 1239.6902324]","[28.7, 'RISE', 11066.09574558]","[86.5, 'FALL', 4385.52951502]","[364.0, 'RISE', 747.84229506]","[7380.0, 'FALL', 6.25251509]","[1630.0, 'EVEN', 197.05657757]","[34070.0, 'FALL', 6.0]","[62.1, 'EVEN', 805.15297906]","[59.5, 'FALL', 5042.01680672]","[274.0, 'FALL', 18.25182481]","[11990.0, 'RISE', 0.16154898]","[115.0, 'FALL', 1534.91453804]","[1385.0, 'FALL', 100.0]","[1590.0, 'FALL', 62.69780564]","[23.7, 'RISE', 13552.69868995]","[240650.0, 'RISE', 2.53595961]","[2080.0, 'FALL', 161.39890114]","[160.0, 'FALL', 500.0]","[67.1, 'RISE', 4067.17654585]","[911.0, 'RISE', 9222.32456177]","[513.0, 'FALL', 189.48694173]","[4300.0, 'FALL', 116.27906976]","[13750.0, 'FALL', 3.65235884]","[614.0, 'RISE', 359.91196325]","[488.0, 'FALL', 82.5202153]","[90.0, 'RISE', 3091.41280887]","[823.0, 'EVEN', 10.0]","[421.0, 'RISE', 62.04672462]","[4920.0, 'FALL', 351.62601626]","[253.0, 'RISE', 847.99604743]","[36390.0, 'FALL', 70.37469207]","[7880.0, 'RISE', 15.90601522]","[197.0, 'FALL', 398.57736106]","[66590000.0, 'FALL', 0.00032443]","[439.0, 'RISE', 676.5366]","[1395.0, 'RISE', 107.42]","[1.96, 'RISE', 5102.04081632]","[91.9, 'FALL', 1211.80883864]","[737.0, 'FALL', 81.06755875]","[101.0, 'FALL', 99.00990099]","[26100.0, 'RISE', 29.0]","[47.8, 'FALL', 23223.15899581]","[1070.0, 'FALL', 309.56]","[1635.0, 'FALL', 15.78246563]","[1225.0, 'FALL', 5.86134855]","[1445.0, 'RISE', 50.0]","[880.0, 'FALL', 7.54832225]","[232950.0, 'RISE', 0.53683238]","[207.0, 'FALL', 363.29577464]","[1140.0, 'RISE', 14977.40058368]","[7035.0, 'RISE', 0.73257467]","[3235.0, 'FALL', 2.0]","[7015.0, 'FALL', 25.05574373]","[10030.0, 'RISE', 0.82280759]","[181.0, 'RISE', 376.61173184]","[258.0, 'FALL', 669.49954614]","[21130.0, 'FALL', 0.47147571]","[92.6, 'FALL', 364.43757767]","[414.0, 'FALL', 291.38341165]","[617700.0, 'RISE', 0.4778916]","[33.9, 'RISE', 921.71681415]","[50.0, 'FALL', 102.61569416]","[1755.0, 'FALL', 372.17011547]","[4.89, 'RISE', 46669.83137133]","[9065.0, 'FALL', 66.67367237]","[460.0, 'RISE', 1000.0]","[14160.0, 'FALL', 0.40235925]","[35160.0, 'FALL', 15.685167]","[77.3, 'FALL', 2549.63766188]","[707.0, 'FALL', 156.12532716]","[496.0, 'FALL', 136.07700296]","[735.0, 'FALL', 572.82328735]","[3035.0, 'FALL', 367.30146391]","[396.0, 'FALL', 3542.24163428]","[292.0, 'FALL', 2000.0]","[27.4, 'RISE', 570.13812594]","[34.8, 'FALL', 122751.91883826]","[98.6, 'RISE', 57.98469608]","[22.7, 'RISE', 49033.83259911]","[9390.0, 'FALL', 15.82407113]","[25.2, 'FALL', 451.00198412]","[2510.0, 'FALL', 169.59317862]","[342.0, 'FALL', 1315.75]","[3865.0, 'FALL', 573.77048053]","[40.7, 'RISE', 151.93923641]","[837.0, 'RISE', 278.97281944]","[29.2, 'RISE', 174.58904109]","[4795.0, 'FALL', 82.47198862]","[553.0, 'FALL', 560.79232683]","[34.4, 'RISE', 15316.48881441]","[2195.0, 'RISE', 3437.7433867]"
2021-03-19-10:00:42,"[387.0, 'FALL', 13.12144702]","[137.0, 'FALL', 588.01459854]","[5980.0, 'FALL', 29.14372229]","[2063000.0, 'FALL', 0.00273251]","[545.0, 'EVEN', 2535.60742564]","[182.0, 'FALL', 386.546961]","[7900.0, 'FALL', 1.22774708]","[158.0, 'RISE', 37.60493419]","[46.3, 'RISE', 334.0]","[260.0, 'RISE', 24.92348968]","[206.0, 'RISE', 487.80487804]","[304.0, 'FALL', 596.79261739]","[332.0, 'FALL', 1316.40103167]","[24.6, 'RISE', 223.90325672]","[422.0, 'RISE', 789.0]","[52.5, 'FALL', 2825.43809523]","[41270.0, 'RISE', 6.2211]","[281.0, 'RISE', 324.32538179]","[337.0, 'FALL', 17.08012739]","[184.0, 'FALL', 2717.39130434]","[2610.0, 'FALL', 458.52608404]","[50700.0, 'FALL', 6.49036614]","[89.4, 'RISE', 19869.07187431]","[129.0, 'RISE', 830.26356589]","[28.7, 'RISE', 323.83808095]","[86.5, 'FALL', 4385.52951502]","[364.0, 'RISE', 271.27652903]","[7370.0, 'FALL', 214.43159189]","[1630.0, 'EVEN', 197.05657757]","[34070.0, 'FALL', 6.0]","[62.1, 'EVEN', 129253.29132145]","[59.5, 'FALL', 2756.3722244]","[274.0, 'FALL', 3096.24817518]","[12000.0, 'RISE', 0.824817]","[115.0, 'FALL', 1534.91453804]","[1385.0, 'FALL', 1226.7274305]","[1590.0, 'FALL', 62.69780564]","[23.7, 'RISE', 13552.69868995]","[240550.0, 'RISE', 0.33389939]","[2080.0, 'FALL', 55.24832964]","[160.0, 'FALL', 6250.0]","[67.1, 'RISE', 6000.0]","[911.0, 'RISE', 326.013722]","[513.0, 'FALL', 78.83385565]","[4285.0, 'FALL', 21.96854354]","[13750.0, 'FALL', 3.65235884]","[615.0, 'RISE', 413.95411528]","[488.0, 'FALL', 146.84870679]","[90.0, 'RISE', 1111.11111111]","[812.0, 'FALL', 12.64222503]","[421.0, 'RISE', 62.04672462]","[4930.0, 'FALL', 3.75212596]","[252.0, 'RISE', 17741.91537332]","[36570.0, 'FALL', 0.20692508]","[7880.0, 'RISE', 37.41151445]","[197.0, 'FALL', 253.93529201]","[66572000.0, 'FALL', 0.0014601]","[440.0, 'RISE', 2027.6663104]","[1395.0, 'RISE', 107.42]","[1.96, 'RISE', 131880.10204081]","[92.0, 'FALL', 404.41517386]","[736.0, 'FALL', 627.25049904]","[101.0, 'FALL', 1980.1980198]","[26110.0, 'RISE', 7.55517544]","[47.8, 'FALL', 411.78155692]","[1070.0, 'FALL', 198.68]","[1635.0, 'FALL', 15.78246563]","[1225.0, 'FALL', 270.0]","[1445.0, 'RISE', 137.54325259]","[880.0, 'FALL', 7.54832225]","[232850.0, 'RISE', 0.85855333]","[208.0, 'FALL', 4572.3]","[1140.0, 'RISE', 644.79141831]","[7030.0, 'RISE', 0.85876508]","[3230.0, 'FALL', 30.91190108]","[7015.0, 'FALL', 1.47492625]","[10030.0, 'RISE', 43.03625254]","[182.0, 'RISE', 136.16483516]","[259.0, 'FALL', 115.34001339]","[21130.0, 'FALL', 0.47147571]","[92.5, 'FALL', 735.2323838]","[413.0, 'FALL', 290.55690072]","[616600.0, 'RISE', 0.25477048]","[33.5, 'RISE', 2850.35737704]","[50.2, 'FALL', 103.58565737]","[1755.0, 'FALL', 465.0]","[4.89, 'RISE', 408997.95501022]","[9050.0, 'FALL', 63.13450782]","[459.0, 'EVEN', 73.89935467]","[14160.0, 'FALL', 40.0]","[35160.0, 'FALL', 0.76291528]","[77.3, 'FALL', 432.0]","[707.0, 'FALL', 145.49726551]","[496.0, 'FALL', 136.07700296]","[734.0, 'FALL', 52.06889128]","[3030.0, 'FALL', 572.00310735]","[397.0, 'FALL', 1301.57682619]","[293.0, 'FALL', 20.47781569]","[27.4, 'RISE', 7299.27007299]","[34.8, 'FALL', 881.15178079]","[99.0, 'RISE', 53.4405012]","[22.8, 'RISE', 263.15789473]","[9390.0, 'FALL', 15.82407113]","[25.2, 'FALL', 1984.12698412]","[2510.0, 'FALL', 169.59317862]","[342.0, 'FALL', 4329.01281917]","[3870.0, 'FALL', 50.8232795]","[40.7, 'RISE', 16316.21535669]","[836.0, 'RISE', 258.65357162]","[29.2, 'RISE', 22081.95205479]","[4790.0, 'FALL', 13.75641962]","[552.0, 'FALL', 1789.5355793]","[34.4, 'RISE', 2141.50895566]","[2190.0, 'RISE', 45.25047989]"
