,KRW-ADA,KRW-ADX,KRW-AERGO,KRW-AHT,KRW-ANKR,KRW-AQT,KRW-ARDR,KRW-ARK,KRW-ATOM,KRW-BAT,KRW-BCH,KRW-BCHA,KRW-BORA,KRW-BSV,KRW-BTC,KRW-BTG,KRW-BTT,KRW-CBK,KRW-CHZ,KRW-CRE,KRW-CRO,KRW-CVC,KRW-DKA,KRW-DMT,KRW-DOGE,KRW-DOT,KRW-EDR,KRW-ELF,KRW-EMC2,KRW-ENJ,KRW-EOS,KRW-ETC,KRW-ETH,KRW-FCT2,KRW-GAS,KRW-GLM,KRW-GRS,KRW-HBAR,KRW-HIVE,KRW-HUM,KRW-HUNT,KRW-ICX,KRW-IGNIS,KRW-IOST,KRW-IOTA,KRW-IQ,KRW-JST,KRW-KAVA,KRW-KMD,KRW-KNC,KRW-LAMB,KRW-LBC,KRW-LINK,KRW-LOOM,KRW-LSK,KRW-LTC,KRW-MANA,KRW-MARO,KRW-MBL,KRW-MED,KRW-META,KRW-MFT,KRW-MLK,KRW-MOC,KRW-MTL,KRW-MVL,KRW-NEO,KRW-NPXS,KRW-OBSR,KRW-OMG,KRW-ONG,KRW-ONT,KRW-ORBS,KRW-PCI,KRW-PLA,KRW-POLY,KRW-POWR,KRW-PXL,KRW-QKC,KRW-QTCON,KRW-QTUM,KRW-REP,KRW-RFR,KRW-SAND,KRW-SBD,KRW-SC,KRW-SNT,KRW-SOLVE,KRW-SPND,KRW-SRM,KRW-SRN,KRW-SSX,KRW-STEEM,KRW-STMX,KRW-STORJ,KRW-STPT,KRW-STRAX,KRW-SXP,KRW-TFUEL,KRW-THETA,KRW-TON,KRW-TRX,KRW-TSHP,KRW-TT,KRW-UPP,KRW-VET,KRW-WAVES,KRW-WAXP,KRW-XEM,KRW-XLM,KRW-XRP,KRW-XTZ,KRW-ZIL,KRW-ZRX
2021-03-27-06:00:38,1425.0,1300.0,460.0,23.4,162.0,10270.0,317.0,2130.0,22730.0,1275.0,600400.0,37000.0,380.0,240500.0,65766000.0,41190.0,4.12,7645.0,612.0,28.3,244.0,519.0,337.0,1170.0,64.7,38980.0,63.0,430.0,347.0,2795.0,4940.0,14160.0,2030000.0,260.0,14770.0,599.0,1275.0,407.0,614.0,131.0,488.0,2475.0,181.0,59.9,1845.0,28.9,108.0,6420.0,2335.0,3100.0,86.7,288.0,32150.0,194.0,5305.0,217950.0,1090.0,156.0,22.5,98.7,256.0,26.5,1540.0,269.0,2035.0,55.0,50620.0,9.54,33.3,6545.0,1080.0,1640.0,228.0,2465.0,674.0,659.0,480.0,166.0,44.9,98.6,10760.0,40670.0,34.1,762.0,8085.0,26.3,139.0,347.0,93.1,5455.0,78.5,148.0,808.0,70.3,2500.0,99.9,2655.0,3685.0,480.0,14750.0,9420.0,77.5,29.4,25.8,268.0,110.0,14550.0,280.0,408.0,454.0,673.0,4970.0,202.0,1700.0
